id,genre,song_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2Vc6NJ9PW9gD9q343XFRKx,Dark Trap,Mercury: Retrograde,0.831,0.814,2,-7.364,1,0.42,0.0598,0.0134,0.0556,0.389,156.985,124539
7pgJBLVz5VmnL7uGHmRj6p,Dark Trap,Pathology,0.719,0.493,8,-7.23,1,0.0794,0.401,0,0.118,0.124,115.08,224427
0vSWgAlfpye0WCGeNmuNhy,Dark Trap,Symbiote,0.85,0.893,5,-4.783,1,0.0623,0.0138,4.14E-06,0.372,0.0391,218.05,98821
0VSXnJqQkwuH2ei1nOQ1nu,Dark Trap,ProductOfDrugs (Prod. The Virus and Antidote),0.476,0.781,0,-4.71,1,0.103,0.0237,0,0.114,0.175,186.948,123661
4jCeguq9rMTlbMmPHuO7S3,Dark Trap,Venom,0.798,0.624,2,-7.668,1,0.293,0.217,0,0.166,0.591,147.988,123298
6fsypiJHyWmeINsOLC1cos,Dark Trap,Gatteka,0.721,0.568,0,-11.295,1,0.414,0.0452,0.212,0.128,0.109,144.915,112511
0XfQbq7DaMOmVXgQ71eA6E,Dark Trap,kamikaze (+ pulse),0.718,0.668,8,-4.162,1,0.137,0.0254,0.0078,0.124,0.038,130.826,77584
0LLeuNBWPOg3XA73yab3PT,Dark Trap,T.R.U. (Totally Rotten Underground),0.694,0.711,8,-5.525,1,0.221,0.0397,0,0.112,0.283,138.049,127524
37gqBnUAZe8BY8WR56kDNk,Dark Trap,I Put My Dick in Your Mental,0.774,0.751,1,-2.445,1,0.198,0.0614,0,0.0728,0.189,219.96,140326
2ggqfj97qyiORmXoVFzP5j,Dark Trap,Andromeda,0.893,0.907,11,-10.406,1,0.367,0.152,0.0311,0.558,0.302,199.942,121979
7EL7ifncK2PWFYThJjzR25,Dark Trap,BRAINFOOD,0.864,0.365,8,-10.219,1,0.0655,0.187,0,0.116,0.0478,189.938,101172
0QiF3l617bIKVrkBqgdMHE,Dark Trap,Troll Under the Bridge,0.736,0.932,1,-3.726,1,0.271,0.146,0.0025,0.182,0.18,124.514,115775
5o7ZDvfOry1MNhNLBOJulo,Dark Trap,1000 Rounds,0.825,0.761,8,-5.389,1,0.104,0.0111,0.00359,0.334,0.161,149.97,163371
1umsRbM7L4ju7rn9aU8Ju6,Dark Trap,Sacrifice,0.767,0.576,10,-9.683,0,0.256,0.145,2.61E-06,0.0968,0.187,139.99,96062
4SKqOHKYU5pgHr5UiVKiQN,Dark Trap,Backpack,0.765,0.726,5,-5.58,1,0.191,0.0077,0,0.619,0.27,128.014,135079
4Ag89Y7qSUrpxcgRtSzSam,Dark Trap,D(R)Own,0.617,0.541,6,-4.113,1,0.78,0.125,0,0.369,0.43,159.996,107999
28xkYPSP0P5xu5vT6MQfCy,Dark Trap,"Okay,ButThisIsTheLastTime",0.755,0.298,1,-15.032,1,0.0915,0.154,0.329,0.101,0.0372,199.958,123054
3uE1swbcRp5BrO64UNy6Ex,Dark Trap,TakingOutTheTrash,0.814,0.575,11,-9.635,1,0.0635,0.172,0.000291,0.109,0.288,120.004,192833
3KJrwOuqiEwHq6QTreZT61,Dark Trap,Io sono qui,0.812,0.813,10,-5.583,0,0.0984,0.0987,0.00015,0.0758,0.348,128.066,180880
4irYeuAi87yyGHcI4h9s0x,Dark Trap,Paris,0.849,0.648,7,-6.188,1,0.0832,0.0725,0.00592,0.0984,0.196,212.15,111020
4QhUXx4ON40TIBrZIlnIke,Dark Trap,Murder,0.602,0.578,0,-5.61,1,0.0283,0.0343,0,0.164,0.156,114.956,186261
09320vyX4qHd4GjHIpy5w0,Dark Trap,High 'N Mighty,0.876,0.768,7,-6.606,1,0.201,0.112,1.21E-05,0.283,0.72,111.958,124676
2SZLtfY7dz7NLSxxnvDDis,Dark Trap,Euronymous,0.777,0.711,0,-3.902,1,0.137,0.312,0,0.205,0.293,139.973,153685
0KRKqIJPX6LT9v1ZQGbfn7,Dark Trap,Hades,0.829,0.59,9,-7.818,0,0.263,0.0391,0.0107,0.114,0.332,112.97,127128
0jsbEBnXWgHLkvjV49vYVG,Dark Trap,Nails,0.783,0.929,11,0.551,0,0.0893,0.2,0.00414,0.689,0.152,118.03,134447
0wxwXyrJYHyGUKlBaCIhgp,Dark Trap,Squeeze,0.787,0.727,1,-7.194,1,0.265,0.000997,0.0017,0.376,0.21,141.52,140038
0vUhboOWxdj97denl4T91p,Dark Trap,No Teeth,0.705,0.648,4,-10.467,0,0.141,0.00476,0.000595,0.373,0.398,130.037,155350
6xEnbXM1us9fDJy2LC0lru,Dark Trap,Bang Ya Fucking Head,0.69,0.76,1,-5.431,1,0.0895,0.0525,0,0.134,0.0797,125.013,154929
4ZOxwKHoHlhIZPzucOUVoY,Dark Trap,BLUE JUICE,0.799,0.966,0,-4.586,1,0.366,0.089,0,0.658,0.864,139.967,137221
2AoJ1NSLrqfppo6oT5Bqc8,Dark Trap,Loch Ness,0.936,0.476,1,-11.439,1,0.403,0.0139,0,0.402,0.363,121.979,175543
30Q5BsSJBLb9SGm0BtuJj4,Dark Trap,Hold Uh,0.838,0.634,8,-8.076,1,0.0931,0.00537,0,0.111,0.224,114.771,168202
3Xi5SYx5pOqte5tLKHEmPb,Dark Trap,Bone Saw,0.964,0.51,1,-7.003,1,0.242,0.000214,6.47E-06,0.0549,0.474,130.028,136650
2bmSQxuradc103RXzvjTkE,Dark Trap,Coffin Wave,0.83,0.387,10,-12.908,0,0.345,0.0858,0.407,0.0926,0.561,120.006,132193
2Tu4kHEeIVFn6Re2ybm2lQ,Dark Trap,OhNo!,0.455,0.525,5,-12.692,0,0.0455,0.136,0.734,0.125,0.279,119.999,159974
0QVG9r2otIXoWCHyh09SqU,Dark Trap,TheArtOfCremation,0.748,0.573,9,-9.907,1,0.0543,0.484,2.59E-06,0.0929,0.193,117.962,195875
78w3kPqUAwDjADBY3xAGHl,Dark Trap,OakGroveRoad,0.745,0.688,6,-9.263,0,0.103,0.264,0.00906,0.077,0.522,114.997,107750
02803el8p3mKqcJzJ3Agpp,Dark Trap,WhatWasThat,0.722,0.519,0,-12.871,1,0.0516,0.0253,0.0114,0.189,0.128,199.974,143833
5Njf3sGQoxQJqcR4gUbttZ,Dark Trap,FunnyToSeeYouHere,0.657,0.473,1,-12.051,1,0.0368,0.232,0.026,0.108,0.153,150.029,114500
7BLFY8GsDyUkaARTv0uwKH,Dark Trap,John Dee,0.936,0.474,1,-9.694,1,0.393,0.0213,0,0.111,0.168,129.999,166910
2bmjoUqk5ELqted5imBtMd,Dark Trap,Kybalion,0.765,0.62,10,-7.338,0,0.14,0.0643,0.00019,0.16,0.218,219.808,131350
4Uk53I7Lz6bzctGoyNxf8W,Dark Trap,Killer,0.65,0.952,11,-2.686,1,0.5,0.0912,0.351,0.337,0.256,209.998,122211
7FoW7q7uZGOHlGi9w5mUxN,Dark Trap,608,0.386,0.936,7,-5.551,1,0.604,0.101,0.00192,0.381,0.193,190.15,197053
6dm3aVYUAfZtdFeLAG6R9F,Dark Trap,Eternal Dreams,0.563,0.68,0,-5.953,1,0.39,0.236,3.28E-05,0.122,0.0396,180.218,110000
5QArbhcHhpW48U4cK3Joj9,Dark Trap,Nightmare Choir (I Been Asleep Too Long),0.777,0.902,1,-3.915,1,0.349,0.0905,0,0.275,0.462,129.985,134844
2Bkfvi3pCcwoJwnmd45OnA,Dark Trap,Exodus,0.607,0.749,2,-4.497,1,0.0728,0.00641,7.66E-05,0.234,0.18,121.829,126224
2XLdbJRfl2UHHzIurEFgAA,Dark Trap,Vengeance,0.628,0.573,1,-8.161,1,0.0673,0.00362,0,0.0874,0.0387,115.503,132702
2Iwf4sAnEgkuxxnJ61du8z,Dark Trap,Claustrophobia,0.468,0.325,1,-8.267,1,0.245,0.115,0.726,0.109,0.0387,191.186,90645
04MKRNwoX7TqQkA0ZrtMbC,Dark Trap,Rearranged,0.512,0.44,1,-7.816,1,0.233,0.00386,3.11E-06,0.233,0.132,207.992,86805
5DV8yoddFyjLVfRT6pfAht,Dark Trap,Paralax,0.504,0.48,3,-8.885,1,0.045,0.832,0.000252,0.101,0.878,173.993,176901
1XKlzwkRZmyrz2OjVqNIyl,Dark Trap,Exsanguination,0.608,0.662,1,-8.474,1,0.0338,0.0246,7.85E-06,0.0409,0.0637,117.031,98482
78SOPBLZeBjDQ9NVTePOPE,Dark Trap,Mutiny,0.783,0.684,5,-7.435,1,0.0358,0.00873,0.000548,0.222,0.173,141.037,117447
1NJel5c5LSc9Ac7UAeoJtp,Dark Trap,Centipede,0.668,0.479,10,-7.321,0,0.0436,0.0612,0.408,0.12,0.102,162.12,128888
18hIrODUziu3KyUxeDKlcq,Dark Trap,Грустная сука,0.528,0.617,8,-6.123,1,0.0657,0.202,0.153,0.146,0.0356,119.047,199664
04xhIz4DiBGDECn7kIFodv,Dark Trap,This World Is Sick,0.796,0.756,8,-2.244,1,0.0572,0.0059,0.00679,0.128,0.0292,120.01,112000
6Q1LtmZPFRGNZbH6VdarBQ,Dark Trap,Пламя,0.299,0.381,3,-6.951,0,0.038,0.445,0.0023,0.0932,0.0392,136.462,234000
3uvKXKQxcmjPT7letWh3Pf,Dark Trap,02:45,0.644,0.64,8,-7.877,1,0.0688,0.00329,0,0.146,0.175,217.888,125048
1K86gziny1mnNIisKBqzhH,Dark Trap,who is he,0.473,0.843,1,-5.981,1,0.225,0.00345,2.53E-05,0.102,0.24,143.294,183536
7yvTs8trSYMtNNisA0nT73,Dark Trap,Sleeping,0.471,0.618,10,-9.965,0,0.108,0.0219,0.00664,0.16,0.0392,110.337,125500
3Pk6O7DndRfH1q6UFsCaWm,Dark Trap,Timeless,0.665,0.446,1,-14.845,1,0.172,0.069,1.88E-05,0.323,0.117,115.282,156048
5mPUo1HP5K4H6hepYHqbZx,Dark Trap,Pound for Pound,0.812,0.707,10,-6.815,0,0.0752,0.236,0,0.587,0.248,219.984,175203
2x7mBK5ozd9hwneRKMVpkD,Dark Trap,Finger Trembling,0.262,0.897,4,-2.712,0,0.398,0.0237,0,0.11,0.253,199.651,153104
3kBa1eXqkSvfCLmG8VqQ10,Dark Trap,Overload,0.571,0.865,8,-4.99,1,0.0397,0.0042,0.207,0.0906,0.177,150.017,166426
5XAPpyIoYF3QXP34Hv8Pvx,Dark Trap,Kill Yourself (Part III),0.753,0.679,5,-7.092,0,0.0349,0.324,4.21E-05,0.423,0.19,211.954,145078
4yORBk6ZyYsJpnJchyZevc,Dark Trap,2nd Hand,0.935,0.429,1,-6.697,1,0.118,0.0308,0,0.102,0.0769,139.987,123481
3NSgQjYihV40pOmn8AQevz,Dark Trap,Antarctica,0.726,0.634,2,-6.844,1,0.0792,0.553,4.43E-06,0.0916,0.318,211.95,126850
3SCVHoGHV7GL0hmqcOIpqh,Dark Trap,Memoirs Of A Gorilla,0.854,0.98,1,-1.181,1,0.0569,0.263,0.00053,0.548,0.255,220.002,122000
70nmZhHZLNVYWP4NON41Zw,Dark Trap,Runnin' Thru The 7th With My Woadies,0.526,0.62,8,-7.244,0,0.281,0.067,0.000241,0.139,0.187,112.027,205766
4owRIrDAJPqNWGf2SGC3H8,Dark Trap,Mount Sinai,0.84,0.444,3,-10.58,0,0.211,0.532,0.000884,0.0623,0.376,131.999,145636
6yK9kwo8cBoVRNOylq0yNc,Dark Trap,FUCKTHEPOPULATION,0.818,0.576,0,-7.588,0,0.162,0.29,0,0.105,0.285,192.378,150187
3bNCifwGPjqeeqzpjrFG9k,Dark Trap,Magazine,0.881,0.903,8,-0.955,1,0.0813,0.267,0.00253,0.109,0.272,119.994,131500
599cYawsBthDvauPoXNr7U,Dark Trap,2 Hot 4 U (feat. $Uicdeboy$),0.77,0.623,8,-7.025,0,0.0569,0.0601,0,0.117,0.0947,134.974,199100
2I12vOWeJU5ayhr6ha6esf,Dark Trap,O Pana!,0.8,0.505,0,-6.54,1,0.115,0.0206,2.05E-05,0.198,0.179,114.972,128418
0kCfKToIFZFQQAaSQHcjRL,Dark Trap,LTE,0.781,0.493,1,-7.649,1,0.0522,0.0717,0.586,0.123,0.0383,212.022,133747
4XQDrALwqj4J1YPqg58sDV,Dark Trap,Champion Of Death,0.817,0.911,0,-2.153,1,0.0455,0.187,0.00173,0.42,0.34,119.989,116000
0AQXOzjEG2ofwGrDyqUY7H,Dark Trap,Seppuku (feat. Suicideboy$ & Jgrxxn),0.814,0.74,10,-5.438,0,0.0947,0.11,2.28E-05,0.12,0.191,120.098,183937
3cQPyVlnrmmWU5fQJxl0q9,Dark Trap,You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening),0.678,0.77,6,-3.206,0,0.145,0.125,0,0.184,0.284,150.018,133903
2wzpr7E2FkOISAbYQOtPmZ,Dark Trap,Slip On A Banana Clip,0.755,0.788,0,-4.572,1,0.216,0.0355,0,0.311,0.465,140.055,137195
7EnGzsqQi0bAVGQw8i4WIQ,Dark Trap,A Death In The Ocean Would Be Beautiful,0.81,0.524,5,-6.705,1,0.0441,0.0444,0.714,0.105,0.155,122.016,118236
3mRBSk7h2Vr0D0yott8VhC,Dark Trap,Shattered Amethyst,0.806,0.702,0,-6.643,1,0.0688,0.274,0.138,0.323,0.182,211.95,126874
7ae2GdeXS5Tvo5RvdNwgaz,Dark Trap,Goosebumps,0.89,0.74,1,-4.303,1,0.223,0.318,1.17E-05,0.244,0.436,130.012,112500
7tUXZgLbOCvRJ9FBlairoU,Dark Trap,Venom,0.909,0.573,5,-6.856,1,0.181,0.0332,0.0163,0.657,0.392,144.946,134271
7m1oRKYiZCfuKXRMWGefWR,Dark Trap,Bury Me,0.735,0.933,1,-2.151,0,0.0788,0.0185,0.0108,0.1,0.116,129.988,281538
1AADsJz09BwnKW4yYFQwXU,Dark Trap,Hack Slash,0.698,0.987,8,-0.734,0,0.167,0.0226,0.000558,0.343,0.266,129.763,92308
5zjdL4aLh3D3wOKeRkZSL6,Dark Trap,2000 Rounds,0.577,0.692,11,-5.96,1,0.64,0.372,0.0596,0.0989,0.0658,144.702,122483
1e0HLyx0SlmAhwTm2un9ft,Dark Trap,Sea Sick,0.827,0.771,0,-4.374,1,0.318,0.0456,0,0.109,0.545,149.867,166452
0SbKWYPENsANEIIgnCK45e,Dark Trap,Grain,0.68,0.707,2,-5.133,1,0.127,0.00914,0.00638,0.097,0.228,159.941,149804
1k31A67B0r2PDytoPR283x,Dark Trap,"Beware, the Sirens",0.721,0.899,10,-4.07,0,0.057,0.0116,2.51E-05,0.126,0.0385,142.018,141972
7vNYfMAh3bvHGmRxve1YAg,Dark Trap,Kali Yuga,0.777,0.812,8,-5.146,1,0.0447,0.26,0.264,0.185,0.452,139.961,140613
4Ao4XHlqBTKsCil8R6e8fD,Dark Trap,Hexada,0.579,0.813,7,-4.573,1,0.367,0.0605,3.50E-05,0.365,0.312,215.218,135822
6rF4PCqJq0p4MAWgecwfIl,Dark Trap,Caligula,0.86,0.524,11,-4.698,1,0.0729,0.578,0.96,0.0993,0.142,114.946,148939
0K1fOHUHEsv1lnq2yU1VG5,Dark Trap,Niagara (feat. Lil Peep),0.425,0.508,8,-10.01,1,0.13,0.0639,0.181,0.244,0.0679,130.837,142232
5dBP9gDiDlsXiitxvB4HGb,Dark Trap,Scrying Through Shattered Glass,0.494,0.695,1,-10.566,1,0.751,0.00421,0.0158,0.223,0.0722,155.01,197077
0kHEr6iF9m7mrkTjv9pbZ6,Dark Trap,Polaris,0.649,0.772,11,-5.332,0,0.133,0.717,0.00305,0.103,0.0294,219.946,219749
5twSsmNWVzQ5VNA6GzwtHn,Dark Trap,Rapture,0.814,0.758,0,-6.512,1,0.384,0.185,0.091,0.204,0.82,159.94,131590
7lnCmYYscC0mijoPe3Blx8,Dark Trap,Blackmage,0.37,0.856,7,-5.489,1,0.401,0.403,0.00967,0.18,0.0755,158.764,236301
4Qwnjgav8p1B2F1EgcMQRW,Dark Trap,Tartarus,0.888,0.906,1,-4.028,1,0.365,0.221,0.000474,0.266,0.477,125.033,137822
73IDzojzHitmvwVovPG7V2,Dark Trap,Until the Light Takes Us,0.816,0.62,11,-7.804,1,0.51,0.255,1.09E-05,0.251,0.265,144.981,184733
0FP2R9giDksk3a1GUQLfOz,Dark Trap,As Above so Look out Below,0.713,0.839,4,-6.377,0,0.349,0.00417,0.706,0.106,0.0369,150.004,149230
1PeIKwD4ifLR2jYWCsUgnX,Dark Trap,Swan,0.449,0.645,4,-4.784,0,0.0366,0.00956,0.00846,0.107,0.0589,219.692,207442
0efgEM1LQDbK43rqPH2Iyd,Dark Trap,Sneak Diss (feat. So6ix),0.923,0.94,9,-5.828,1,0.16,0.0204,9.67E-06,0.136,0.839,139.804,187260
3lTAwJ7GAsm6mFkRejOXIm,Dark Trap,Plague Doctor Mask,0.832,0.802,11,-4.039,0,0.22,0.343,0.00361,0.139,0.178,220.012,166798
2U03OmZKC7YIPkYBgJnJfA,Dark Trap,Some of Us May Never See the World,0.569,0.712,1,-4.911,0,0.347,0.378,3.41E-05,0.144,0.0711,157.231,145451
3jnTBMdckWNzC7PJV96kQ1,Dark Trap,Filth,0.476,0.825,6,-3.941,1,0.0379,7.44E-05,6.51E-05,0.115,0.43,168.298,111491
164uPGiUKnYHwJOHcgfy1e,Dark Trap,Homecoming,0.403,0.696,10,-5.956,0,0.236,0.00114,0.265,0.0722,0.0696,179.998,272562
1j82fFDqVM2Sgb8tfMidBv,Dark Trap,Blood,0.836,0.706,1,-4.065,1,0.0497,5.19E-05,0,0.0927,0.0374,120.045,76042
05ConZJSdJrCGeurdurJ7m,Dark Trap,Sweat,0.818,0.709,11,-4.425,1,0.269,0.00511,0,0.259,0.452,120.058,136777
6dCuGVBOQmVNEbRIDEUHy0,Dark Trap,Tears,0.849,0.522,1,-5.514,1,0.151,0.0019,0,0.209,0.0582,119.975,138266
0vWwLLUSleBmyBGmL5GbLv,Dark Trap,Anabolic,0.703,0.536,11,-4.323,1,0.297,0.000883,0.0112,0.139,0.161,180.048,107050
2JUs4EVimq0ShpPeIgeokl,Dark Trap,HDMI,0.708,0.298,7,-16.427,1,0.0578,0.698,0.772,0.304,0.118,124.863,139375
1LpFxoC3TDeUSjU2qp3Iu1,Dark Trap,Dirt,0.852,0.721,3,-7.4,0,0.0751,0.354,0.000645,0.11,0.803,136.07,140187
3MAfAtD9lKvugbWzaz21LS,Dark Trap,Oxygen,0.694,0.514,1,-11.063,0,0.0449,0.0336,0.000164,0.115,0.136,120.011,142000
63biRmMYSLjClGv5arakyn,Dark Trap,Branches,0.595,0.333,6,-13.235,1,0.0416,0.474,0.0268,0.0998,0.105,124.993,123167
5m5aCXvh8q8fBNcGzneWQt,Dark Trap,CtrlAltDelete,0.721,0.803,7,-9.115,0,0.0822,0.557,4.51E-05,0.109,0.175,161.502,178167
6YhDanPMUpBxzIOB8jlgOG,Dark Trap,BlastZone (ЗонаПоражения),0.846,0.616,5,-7.82,1,0.0669,0.0129,0.00309,0.101,0.133,125.975,106250
37fcOImXwKOFOUwKYud0W0,Dark Trap,CharacterSelect (ВыборПерсонажа),0.76,0.576,1,-8.238,1,0.0491,0.11,3.41E-06,0.194,0.184,218.082,140750
12WAcEcT03Hkvdwb343fcU,Dark Trap,RestInPeace (Prod. by The Virus And Antidote),0.529,0.817,8,-10.039,0,0.0945,0.0198,3.98E-05,0.178,0.181,120.01,128261
4Ms7qEi3z5qNjpD41OWHhf,Dark Trap,BlackMold,0.559,0.514,1,-8.78,1,0.0523,0.0203,0.000109,0.0982,0.0911,139.614,123500
3sRfyb4OsHeKhN9yMmXdPz,Dark Trap,Toxin,0.965,0.59,5,-8.639,0,0.0619,0.607,0,0.0917,0.462,129.004,144735
6IBsaKAy1kDhsqDK9niOht,Dark Trap,Electric,0.596,0.881,4,-4.566,0,0.269,0.00319,2.37E-06,0.0798,0.235,172.139,67030
0zltCbKuXQlZi0DHEli83W,Dark Trap,Cranium,0.712,0.982,1,-2.386,1,0.289,0.0127,0,0.147,0.549,208.096,115383
4a9j7bIg4BT9J87pQT7b8j,Dark Trap,Friday,0.697,0.873,4,-3.189,1,0.206,0.137,0,0.22,0.545,132.999,151667
1RlZcBrZ2215I0RIS5ElT0,Dark Trap,Hooky,0.841,0.516,2,-12.32,1,0.28,0.0892,0,0.0781,0.26,120.007,152137
7EuMuKPHTUKw97m0KJHbtx,Dark Trap,Kalaxian Crystals,0.739,0.463,0,-5.451,0,0.293,0.00673,0,0.423,0.0457,200.092,175386
69m28mCqbgVcDI8GEkUzWw,Dark Trap,Slurp,0.865,0.891,0,-5.618,0,0.265,0.0866,0,0.0842,0.671,200.074,125048
0yOvaZL3DVgvYjzYKfilSF,Dark Trap,BROKE ft. Prohibeo,0.775,0.634,0,-7.535,1,0.105,0.176,1.78E-06,0.0628,0.521,200.064,184189
33wSeazReUjdpjlpG2O7gI,Dark Trap,Lies,0.739,0.498,0,-7.448,1,0.371,0.136,0,0.0939,0.231,139.867,164807
6NGpZZYR8pzj7jo6oc2icJ,Dark Trap,Terry McGinnis,0.725,0.578,10,-8.311,0,0.0864,0.0259,0.000117,0.387,0.0595,129.961,133068
3YmPKPB5B6bfCZYgF0wmiq,Dark Trap,Gremlin,0.63,0.876,10,-4.871,0,0.189,0.0166,0,0.223,0.256,210.134,150831
7l6Wb98Dnxb5n1ufADNHLa,Dark Trap,Giant Squit,0.704,0.838,11,-4.042,1,0.29,0.0854,0,0.102,0.348,119.866,218201
1ojp0kfnXyRvr5cemuU0qD,Dark Trap,You Are Not Like Us,0.735,0.811,0,-3.735,1,0.0601,0.11,0.164,0.528,0.42,207.852,100807
01gihn8zKrwsafKnD3UGDz,Dark Trap,Arachnids,0.864,0.727,10,-5.996,1,0.1,0.0229,0,0.295,0.599,119.987,159242
5WY9OTNkgX1Sd1WluZL77F,Dark Trap,Give Ah Fuck,0.48,0.984,3,-0.726,1,0.264,0.0484,0,0.472,0.393,139.958,92918
6xPjbdiUqIqM3uD1B0JA1o,Dark Trap,Death Wish,0.726,0.823,1,-4.666,1,0.115,0.00353,0,0.707,0.156,129.992,110793
5X5Kd4ULRLE5Rd7p8tmahp,Dark Trap,Allergies,0.755,0.765,10,-7.256,0,0.288,0.0272,0,0.565,0.401,219.89,144018
11eVByVk8tL0JSBFlvan5i,Dark Trap,Cut Throat,0.881,0.445,1,-9.83,1,0.107,0.00209,0.0647,0.114,0.0379,124.972,138240
21cGO6AxAJJDTV7Po9ywZa,Dark Trap,Memoirs of a Gorilla,0.849,0.98,1,-0.964,1,0.0575,0.254,0.000787,0.551,0.295,219.988,122182
1Xy9svIXQU6euAlGi7uutt,Dark Trap,Benz Truck (гелик),0.602,0.762,2,-6.149,0,0.0347,0.0498,0.00819,0.121,0.112,184.04,159987
7ksRhRXztNfSwm8W7uFq1f,Dark Trap,Norf Norf,0.924,0.543,7,-6.612,1,0.0854,0.432,7.32E-05,0.11,0.104,199.994,183159
6IkCht32pbDskKd8NWzWBF,Dark Trap,Dat $tick,0.919,0.493,1,-8.81,1,0.0613,0.14,1.62E-06,0.122,0.159,216.152,126768
6kl1qtQXQsFiIWRBK24Cfp,Dark Trap,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",0.848,0.663,8,-5.606,0,0.245,0.523,0,0.108,0.333,133.993,255413
5Uj6Zy5QoGdEZob7xRUakV,Dark Trap,Crazy,0.475,0.788,10,-4.851,0,0.342,0.231,0,0.128,0.26,206.056,237101
6oBL8TdQHEO7jeEdqECg37,Dark Trap,Still Cold / Pathway Private,0.762,0.41,8,-11.979,1,0.0551,0.278,3.43E-05,0.157,0.0813,200.094,271404
3RAMLlYnwk3CObaU4V4RBx,Dark Trap,The Chills,0.789,0.623,6,-8.337,0,0.138,0.242,0,0.0835,0.678,203.982,151629
7m1p5O2UOyQM14DVIZUwGx,Dark Trap,Slip on a Banana Clip,0.756,0.794,0,-4.539,1,0.208,0.0362,0,0.314,0.474,140.036,137195
6lsxMdXKFAXZDPe8om1iOI,Dark Trap,Lights,0.799,0.546,9,-6.081,1,0.323,0.185,3.19E-06,0.0836,0.736,150.008,182647
0FmrNFYyLLRtIS7XWJPLLk,Dark Trap,Akina Speed Star,0.931,0.273,5,-11.723,0,0.176,0.00946,0,0.137,0.0603,119.956,150100
6eL1ncVDtQHgSm3E288TS7,Dark Trap,Big Fish,0.898,0.547,3,-5.707,0,0.313,0.484,1.04E-05,0.37,0.763,200.02,198133
27H0ZfxRxOC97n72akzapS,Dark Trap,The Bodies Fall Just Like the Leaves,0.835,0.559,5,-5.617,1,0.0327,0.00177,5.50E-05,0.116,0.267,133.052,144812
6jSvKhj9D9tXTgiyOHhYn8,Dark Trap,Story: No Title,0.716,0.745,1,-6.374,1,0.318,0.216,0,0.103,0.0971,208.054,168883
3Bo3lNVQTtZYMCoItX8dKW,Dark Trap,P.S Fuck You Cunt (feat. Lil Peep),0.723,0.459,11,-10.259,1,0.239,0.00096,0,0.11,0.313,139.972,197143
40zwfL4MFqa3LN5Cauu70u,Dark Trap,Torch,0.849,0.736,9,-6.661,1,0.147,0.00493,0,0.0757,0.271,147.904,173479
6fMIRwUAU2Zyb2IaMGiyAg,Dark Trap,"Buff Squad (feat. Pouya, Shakewell & Germ)",0.762,0.509,1,-7.354,1,0.0631,0.148,0,0.155,0.0671,120.054,175465
1uDtlAvSiXgktRJjA8LpWC,Dark Trap,Sarcophagus III (feat. $Uicideboy$),0.756,0.74,1,-4.531,1,0.0563,0.00834,0.171,0.646,0.308,123.049,171782
2XT4tF5bnKqmxZi6rxN43d,Dark Trap,Virginia Tech,0.727,0.846,8,-3.555,1,0.194,0.0245,0,0.143,0.529,131.984,145568
177BasCdDuPYuv0E0Ujbqs,Dark Trap,Lte,0.783,0.497,1,-7.652,1,0.0508,0.0716,0.6,0.124,0.0381,212.026,133748
0AANzyXvGrG0buJ8bksZyt,Dark Trap,Fuckthepopulation,0.841,0.576,0,-7.593,0,0.125,0.289,0,0.105,0.278,192.008,150205
2ww1CemCVpqs9sQXO9jfN2,Dark Trap,Gloss of Blood,0.685,0.402,0,-8.076,0,0.0734,0.208,0.0206,0.402,0.107,119.917,104230
4kBrbBGK0vLW1CihB20Qtq,Dark Trap,100K,0.556,0.449,7,-10.363,1,0.227,0.0807,0.0372,0.446,0.484,179.968,203960
7Cye3UbCA6UNuDykdCf3AB,Dark Trap,Dark Light,0.625,0.45,9,-9.985,1,0.0311,0.0776,0.000217,0.117,0.0362,185.948,206472
35su7ZktjYPHSIUSKlr7XD,Dark Trap,"But Wait, There's More (feat. $uicideBoy$)",0.8,0.824,8,-5.159,1,0.0604,0.0128,0.000221,0.0527,0.462,150.023,128000
4zoYSZrDb3EUPWlDi2OwAC,Dark Trap,Great Influence,0.734,0.724,11,-5.648,1,0.267,0.0133,0,0.248,0.256,170.05,203294
44X2fcZQhyywsHTmvbS5zY,Dark Trap,It Don't Matter,0.777,0.742,5,-8.223,1,0.289,0.165,0,0.0957,0.605,125,130638
7yZBKFxnmoHLJFhAy2BBlo,Dark Trap,absolute in doubt,0.733,0.66,4,-6.87,0,0.0436,0.0219,0,0.151,0.259,138.034,227027
4CHp6dRZTeFAu4bSOxfH7Y,Dark Trap,Boss,0.803,0.789,10,-3.434,0,0.0383,0.0304,0,0.378,0.647,119.999,106021
46eK1kembooWblMi7M7yLM,Dark Trap,Look at Me Now,0.649,0.538,0,-9.793,0,0.0918,0.0483,0.401,0.0928,0.355,160.075,150000
4mx0eNjjZUyOzfY3I4P9HD,Dark Trap,Bulletproof,0.58,0.867,11,-4.031,0,0.165,0.0152,0.182,0.14,0.482,159.95,128109
6lt8N5nSY1EaiyeDRAIwcW,Dark Trap,Contraband,0.801,0.679,4,-8.747,0,0.0527,0.17,8.85E-06,0.188,0.483,130.015,227115
