id,genre,song_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2wGSgTmgSF3xjRrHkTc25R,Hiphop,Hate It Or Love It,0.802,0.785,9,-4.781,1,0.207,0.14,0,0.123,0.435,199.996,206400
1PS1QMdUqOal0ai3Gt7sDQ,Hiphop,Gold Digger,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,186.068,207627
4y6c5vMzKKM3KsMbHtjKx5,Hiphop,Stronger,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,311867
79ek2oolIYyGUO4aVK5IY2,Hiphop,Jesus Walks,0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,174.624,193733
6mxyfdyF4LD7PctU3UNyjF,Hiphop,Touch The Sky,0.524,0.845,9,-4.912,1,0.348,0.0115,0,0.434,0.553,196.776,236286
4V2F0DZrAXOWq9hkwMMG3x,Hiphop,Lost Without U,0.664,0.351,0,-12.136,1,0.118,0.226,2.38E-06,0.106,0.816,113.204,254147
3jVSV60WZE5jPE2a6KGNFy,Hiphop,Get Right,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,194.168,225533
0vYMzeTmfbnrAhGPRcJqVP,Hiphop,Jenny from the Block - Track Masters Remix,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04E-06,0.0575,0.96,200,187840
3kZoay4ANo86ehb6s4RwS9,Hiphop,Ridin',0.787,0.799,8,-4.68,0,0.0993,0.189,0,0.3,0.835,143.052,303053
0AA6zq5ArZ1sSH7VIMi4NK,Hiphop,This Is Why I'm Hot,0.621,0.6,8,-6.349,1,0.576,0.277,0,0.495,0.485,160.042,253707
4xAk8Lw82G3YoVSOdVAsBx,Hiphop,I Wanna Love You,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49E-06,0.275,0.368,199.97,247067
0YIqLA2Oy9iKDmhzOCv0bC,Hiphop,Promiscuous,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13E-05,0.154,0.868,114.328,242293
6o3s08kk2fQI37vxGZDrJ1,Hiphop,Snap Yo Fingers,0.835,0.757,8,-5.029,0,0.23,0.00647,0,0.29,0.626,164.076,274387
1qKEApj9DTrcXikqeo7S0k,Hiphop,I'm a Flirt Remix,0.837,0.578,8,-4.696,0,0.0965,0.0772,0,0.0455,0.922,138.043,332800
7k6IzwMGpxnRghE7YosnXT,Hiphop,Me & U,0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,199.98,192213
5gfPJ45gpn3ThswDyeW0Qc,Hiphop,Last Night (feat. Keyshia Cole),0.888,0.833,3,-4.381,0,0.0912,0.256,0.00159,0.485,0.962,121.002,388226
49FYlytm3dAAraYgpoJZux,Hiphop,Umbrella,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,275987
0ua0Go4NN4Td7l0Zre6Ce3,Hiphop,Flashing Lights,0.634,0.649,6,-7.505,0,0.0486,0.0315,0,0.482,0.509,180.964,237507
5j0McHPthKpOXRr3fBq8M0,Hiphop,Love in This Club (feat. Young Jeezy),0.573,0.712,0,-5.976,1,0.0732,0.0572,0,0.167,0.346,140.012,259720
41on8RwRh22IHcChAN2gm8,Hiphop,American Boy (feat. Kanye West),0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,284733
69yVxyuRahEzs2taFMVVoO,Hiphop,Empire State Of Mind [Jay-Z + Alicia Keys],0.495,0.933,11,-3.977,1,0.395,0.0294,0,0.503,0.815,173.414,277400
1oTHteQbmJw15rPxPVXUTv,Hiphop,Insane in the Brain,0.897,0.612,11,-10.489,1,0.211,0.0297,0.186,0.0894,0.767,204.61,208267
2oTDOIAdsxPTE7yAp4YOcv,Hiphop,Jump Around,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72E-05,0.166,0.818,106.894,214947
5PQmSHzWnlgG4EBuIqjac2,Hiphop,If I Ruled the World (Imagine That) (feat. Lauryn Hill),0.879,0.564,10,-7.682,0,0.247,0.0474,9.43E-06,0.0519,0.523,187.816,282373
1AHfovSnGPVYKaahRtA0U6,Hiphop,The Message,0.614,0.543,5,-7.178,1,0.374,0.00776,3.28E-05,0.383,0.485,178.422,234093
3NGT0Td7H4Is1qrlDQJxma,Hiphop,Check Yo Self - Remix,0.934,0.735,1,-6.668,1,0.251,0.031,8.60E-06,0.107,0.768,202.736,273107
3ENXjRhFPkH8YSH3qBXTfQ,Hiphop,Gettin' Jiggy Wit It,0.882,0.874,6,-4.518,1,0.141,0.0173,1.84E-06,0.152,0.842,107.88,227933
1rrK53FJENK8B9sPXm9aqn,Hiphop,Ante Up (Robbin Hoodz Theory),0.624,0.632,1,-11.007,1,0.311,0.00453,7.30E-06,0.69,0.942,187.558,249160
1MYlx4dBtiyjn7K8YSyfzT,Hiphop,The Real Slim Shady,0.947,0.655,5,-4.243,0,0.0609,0.0331,0,0.0433,0.787,104.485,284800
6mz1fBdKATx6qP4oP1I65G,Hiphop,Pony,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733
1RZwfy4hD9ixk4XcIQpyW1,Hiphop,Good Ol Love,0.61,0.75,1,-5.811,1,0.146,0.201,0,0.946,0.627,190.096,226867
2yr2HnFYl7XvqJk4fXoQBt,Hiphop,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,0.833,0.515,11,-5,0,0.0462,0.347,0.00156,0.116,0.4,194.07,257333
3ldG6XCLDXxWg1N6XhrSKo,Hiphop,Shy Guy,0.714,0.825,11,-5.447,0,0.0751,0.0128,0.000569,0.049,0.751,188.148,258560
4Q3TpOXEJZY04PwDDqrAeb,Hiphop,Birthday Sex,0.677,0.523,7,-5.603,0,0.0439,0.295,0,0.15,0.446,120.038,226507
3gCkStZBiwRS4SW2kkG5Cb,Hiphop,I'm Gonna Be Alright,0.718,0.69,10,-4.382,0,0.265,0.106,0,0.271,0.774,186.802,172240
2Ozc0me9PV5vlt8cokwdvI,Hiphop,Lean Back,0.783,0.916,1,-3.344,1,0.415,0.11,0,0.0746,0.695,190.642,247427
4PmMVdIFpJTB9WQbmILf4p,Hiphop,How We Do,0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,196.024,235533
4TXPbHOeQE0Az7T71uybPu,Hiphop,What Am I To Do,0.699,0.73,9,-7.336,1,0.394,0.032,0,0.466,0.858,163.448,175610
0TUK4LKkHVHdsLwscQckX6,Hiphop,Understood,0.677,0.843,9,-5.354,1,0.324,0.213,7.02E-06,0.554,0.734,169.986,208571
7zqB2KFbCLdX0UHpaHRBjC,Hiphop,Vibe,0.544,0.626,2,-9.544,0,0.334,0.311,0,0.106,0.399,158.202,274826
0M5pEUmRD3b4nP31L88IdL,Hiphop,Why Worry,0.287,0.87,1,-6.689,0,0.293,0.00291,0,0.0609,0.681,162.324,150562
2RPbEp0DyBVlkRvvYKopO7,Hiphop,Wat's Wrong (feat. Zacari & Kendrick Lamar),0.706,0.688,1,-6.357,1,0.269,0.151,0,0.466,0.313,125.966,330783
2uRqJEudnHdYINvwmeaG9h,Hiphop,Bday (feat. Deacon Blues & Kari Faux),0.761,0.538,0,-9.03,1,0.101,0.00617,3.16E-06,0.481,0.451,178.058,232978
2NoKRHt8LVpnQMVl3TPwvu,Hiphop,Tity and Dolla (feat. Hugh Augustine & Jay Rock),0.717,0.602,0,-9.441,0,0.323,0.324,1.10E-05,0.0923,0.539,124.003,298035
0wfrsR4P16Zj4BeI5hyPO5,Hiphop,Brad Jordan (feat. Michael Da Vinci),0.758,0.702,7,-5.375,1,0.375,0.714,0,0.279,0.723,138.953,248488
3UNoPBNWST9mQleI5T53zL,Hiphop,Smile,0.783,0.563,2,-8.132,1,0.276,0.537,0,0.392,0.517,132.155,203372
2dUkCUXXoknwsLwuGaL4bA,Hiphop,Gangsta,0.644,0.935,7,-3.888,1,0.345,0.113,0,0.422,0.603,128.958,231773
1eQ6ky8AGbsKIZe2wXKauq,Hiphop,Grooveline Pt. 2,0.75,0.558,6,-8.628,0,0.203,0.0766,2.13E-05,0.371,0.411,140.146,258373
78JKJfKsqgeBDBF58gv1SF,Hiphop,Hands on the Wheel (feat. Asap Rocky),0.646,0.784,1,-7.471,0,0.108,0.0166,0,0.0721,0.179,127.839,197132
1w6cds6d4gtLQmnq9gCrQD,Hiphop,Figg Get Da Money,0.528,0.875,10,-8.014,0,0.472,0.289,0,0.122,0.425,120.038,239535
3yg7fx2DVjbQRLoROq3wA8,Hiphop,Kno Ya Wrong,0.398,0.765,2,-7.676,1,0.46,0.39,0,0.201,0.25,173.902,325600
7sr74Bz3GBTNMQe1m4F5Ut,Hiphop,JoHn Muir,0.683,0.921,2,-4.833,1,0.227,0.08,1.46E-06,0.225,0.625,160.088,219027
6TRVvpoVFwyYyIGTFh0Y7P,Hiphop,P&P 1.5,0.55,0.692,6,-7.438,0,0.369,0.299,6.57E-06,0.198,0.593,146.453,361942
3r4S1J4YCkx2fuqH2eL9fz,Hiphop,Average Joe,0.74,0.733,9,-3.343,0,0.248,0.243,0,0.184,0.218,183.206,256048
6cfVDaIdvDtYH91RqC6Wox,Hiphop,Hol' Up,0.607,0.869,5,-5.271,1,0.345,0.781,0,0.137,0.577,155.983,173158
2Fw5S2gaOSZzdN5dFoC2dj,Hiphop,A.D.H.D,0.609,0.799,9,-6.883,1,0.24,0.33,0,0.108,0.582,157.74,215509
2lD6AoA8qf2t4Dkf2TcmNK,Hiphop,Rigamortus,0.52,0.807,2,-6.281,1,0.409,0.24,0.00257,0.199,0.628,178.012,168591
439TlnnznSiBbQbgXiBqAd,Hiphop,m.A.A.d city,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07E-06,0.44,0.217,182.096,350120
2PieESXphabz5AkALFS08X,Hiphop,The Art of Peer Pressure,0.555,0.611,10,-9.216,0,0.356,0.286,0.00106,0.273,0.411,189.878,324533
3iVcZ5G6tvkXZkZKlMpIUs,Hiphop,Alright,0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,219333
2UOYzhusMTypF7oAQwksCj,Hiphop,Hood Politics,0.731,0.661,6,-6.562,0,0.376,0.145,0,0.12,0.369,175.824,292520
6IZvVAP7VPPnsGX6bvgkqg,Hiphop,PRIDE.,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68E-05,0.154,0.37,138.842,275253
7hsulgRNgbyczeAg8tChCB,Hiphop,NEVER,0.594,0.645,1,-7.45,1,0.315,0.0287,1.66E-05,0.0668,0.205,103.974,241682
3JAeYOjyJodI4PRs44lx2l,Hiphop,Off Deez (with J. Cole),0.836,0.579,9,-6.164,1,0.243,0.00207,0,0.11,0.431,170.972,213358
4vmqU3xlzuhxtaeXrtAX1F,Hiphop,EdEddnEddy,0.769,0.421,0,-9.6,1,0.421,0.141,0.00707,0.389,0.326,157.964,140512
3Z7dieIRSquTYqLVR15mov,Hiphop,Missed Calls,0.789,0.665,9,-5.201,1,0.0665,0.00775,0,0.109,0.324,127.914,270747
6fUHMhwKBSmetq2T1PvCKK,Hiphop,Liquor Sto',0.661,0.67,8,-4.641,1,0.123,0.00654,0,0.473,0.201,132.05,296587
7wTA0NKIm6T7nP2kaymU2a,Hiphop,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),0.825,0.672,0,-7.108,1,0.418,0.0858,0,0.123,0.246,147.01,382307
3DlgDXIYtnWtJKiB8bZQMv,Hiphop,Photosynthesis,0.777,0.662,7,-8.393,1,0.27,0.536,4.61E-06,0.593,0.634,111.13,201733
5MUWpxHzlG5M5N2C0T7qs9,Hiphop,Westside Bound 3,0.792,0.629,11,-7.165,0,0.335,0.0547,0,0.265,0.588,149.167,177246
0HU8CeTestQjoRF2ekaLqx,Hiphop,Stoney,0.735,0.639,6,-7.464,0,0.247,0.295,0,0.108,0.695,158.865,211296
4BJpGfAf7hJiUeZilWT2Mf,Hiphop,Bucket List,0.775,0.554,7,-6.448,0,0.323,0.326,0,0.108,0.175,144.047,214955
15EPc80XuFrb2LmOzGjuRg,Hiphop,Crew (feat. Brent Faiyaz & Shy Glizzy),0.728,0.607,1,-8.417,0,0.132,0.133,0,0.0864,0.445,129.938,176702
564oa00vY05d1uYnTEAAmE,Hiphop,Herside Story,0.885,0.595,7,-5.487,1,0.286,0.656,4.42E-06,0.105,0.754,148.034,183760
2vWxvpycD0ELvOJr6g4pQt,Hiphop,WEIGHT OFF,0.65,0.495,0,-6.385,0,0.0451,0.523,0.723,0.123,0.394,160.064,155960
33pDmPx2pkJ7JCAQpRDQ9B,Hiphop,GLOWED UP,0.681,0.621,1,-10.024,1,0.34,0.036,0.00555,0.138,0.428,135.538,298027
5pUudDDuJgIpgKIGk2zmxv,Hiphop,Baby I'm Bleeding,0.574,0.859,1,-2.401,1,0.193,0.195,0,0.416,0.828,171.392,152246
6XyxCBp6x3jvtxXvMN5sAA,Hiphop,1539 N. Calvert,0.863,0.717,4,-3.143,0,0.17,0.278,0.0826,0.0991,0.357,152.05,157259
1PdHorDs2MY7Npj8VQynSn,Hiphop,Thug Tears,0.881,0.79,10,-5.768,0,0.298,0.26,0.000223,0.313,0.779,138.964,198310
5iy1CCubJb2vyKxDASUqA7,Hiphop,Whole Foods,0.832,0.694,1,-4.199,1,0.593,0.0769,0,0.391,0.849,146.328,124333
0c81djsFYx69xCaNx4NHfH,Hiphop,I Cannot Fucking Wait Til Morrissey Dies,0.695,0.849,9,-5.688,0,0.093,0.233,0.000842,0.385,0.623,140.092,86778
2Go6Kd8Ud2RWRWrPgDCCBR,Hiphop,BUTTERMILK JESUS TYPE BEAT,0.508,0.615,2,-7.016,1,0.356,0.635,0.53,0.129,0.293,112.37,69261
6EIz62zN5Atz9GK0LjWtCC,Hiphop,Papi I Missed U,0.457,0.558,10,-6.02,0,0.0364,0.862,3.73E-06,0.103,0.0386,112.9,242175
4odoLyHnSx2jIcXs16IvsV,Hiphop,"Jesus Forgive Me, I Am A Thot",0.628,0.78,11,-5.217,1,0.451,0.243,0,0.318,0.602,122.308,156534
3sEhtlX7nOLACzIfW79Sg2,Hiphop,The Who,0.755,0.578,1,-8.401,1,0.0486,0.64,0.0315,0.101,0.145,119.04,150599
369z7gNBQu92cRwN9fuazG,Hiphop,Millennium Freestyle,0.681,0.635,7,-9.491,1,0.262,0.907,0.0843,0.157,0.225,139.998,203940
3RjZPlsPExqGxYEsBRi1oY,Hiphop,Does This Ski Mask Make Me Look Fat?,0.694,0.824,10,-4.477,0,0.459,0.329,0.0559,0.136,0.117,183.985,267930
2DVI5bxoh3qXVYA1XmraN8,Hiphop,Real Nega,0.61,0.952,5,-2.501,0,0.315,0.00788,0.00324,0.172,0.332,140.065,150933
7nCONy10IHp7XD3oYZ0lcx,Hiphop,I've Seen Footage,0.603,0.944,11,-3.626,0,0.347,0.0481,0,0.342,0.418,130.035,202853
30bGH7Erdiz0O1KWtw12yG,Hiphop,Birds,0.483,0.732,0,-4.307,1,0.345,0.68,0.000161,0.349,0.21,124.008,277863
6ExwZdJ0Enra97ksrH0NDU,Hiphop,All Quiet on the West Side,0.674,0.629,6,-9.453,1,0.084,0.238,0,0.141,0.288,122.439,159822
2kSLSHgrwyvZuI71wLTomo,Hiphop,2016 Interlude,0.701,0.585,7,-8.212,1,0.228,0.159,0,0.411,0.43,199.974,97145
1vup3vAmSmFLxSIzGOM38V,Hiphop,S on Ya Chest,0.673,0.757,8,-5.087,1,0.222,0.18,0,0.039,0.641,192.252,264984
6zEPJJzojnfOrvfyuJiPtF,Hiphop,All This Money,0.689,0.648,3,-5.181,0,0.408,0.0964,0,0.228,0.501,184.122,197558
73Qxi49EghssOOQkoI7q4e,Hiphop,Wow,0.638,0.709,10,-5.681,0,0.303,0.0861,0,0.0581,0.621,190.322,214787
4zpql89tpykmDxjjeG9rlA,Hiphop,Yo,0.596,0.649,9,-8.158,1,0.345,0.0126,0,0.18,0.475,181.25,185680
7iCNUmT0pM6sI95CvkfUKd,Hiphop,Chin up (Outro),0.471,0.655,7,-11.396,1,0.473,0.296,0,0.0861,0.635,151.913,181945
6m192NGYZHIbO5UBkkM4oN,Hiphop,Thuggin’,0.427,0.604,11,-8.561,0,0.203,0.0302,0.000648,0.161,0.256,183.092,226520
7gDuP7JHRP6A9zwbTIA5gF,Hiphop,"Robes (feat. Domo Genesis, Earl Sweatshirt)",0.408,0.532,8,-10.427,1,0.549,0.407,0.000277,0.142,0.556,167.6,304547
2uB9gUU1HLnHckvK2tylJM,Hiphop,Deeper,0.388,0.79,1,-8.336,1,0.38,0.261,0,0.464,0.721,180.392,199053
4w5m4X0OZ2IslxNOgtntTN,Hiphop,Crime Pays,0.608,0.699,6,-8.267,1,0.114,0.139,0,0.242,0.784,146.941,182680
0w9aWiDqZPCOCOtRTLkTPd,Hiphop,Palmolive (feat. Pusha T & Killer Mike),0.33,0.603,0,-7.571,1,0.36,0.601,0.00063,0.307,0.812,168.456,245333
4JnnZWtx4XB14vUX2MIh9I,Hiphop,Fake Names,0.49,0.712,8,-6.954,1,0.509,0.151,0,0.127,0.597,174.99,224200
4zjeLlSpk9lAdXRfcYPDaz,Hiphop,Saturday Night Special,0.499,0.635,0,-10.019,1,0.343,0.421,0,0.186,0.463,149.652,208467
1leBreiEBq9Fz6wVZsXJYe,Hiphop,Now & Later Gators,0.409,0.72,1,-9.25,0,0.181,0.11,2.44E-05,0.181,0.543,133.429,153667
71vuS1nprefkBeCK344TEL,Hiphop,Airborne Aquaruim,0.609,0.942,5,-5.363,0,0.365,0.0116,0,0.22,0.368,121.433,171267
3fttRKnPFJ3WPz4pPfqezP,Hiphop,Get Down,0.486,0.658,8,-6.937,1,0.321,0.6,2.50E-06,0.0931,0.599,167.176,238028
1YWT0yw9TsANt8QC2D22mg,Hiphop,Chilled Coughphee,0.722,0.615,5,-7.804,1,0.267,0.225,3.12E-05,0.113,0.708,167.986,128209
5NxpV7ZTmikfvYMfbnQis1,Hiphop,Car Service,0.691,0.745,7,-3.968,1,0.0706,0.0806,0,0.0954,0.437,150.002,180441
0F5Z02MUi7okP3O3IDUPUr,Hiphop,Friendly,0.577,0.848,0,-5.283,1,0.0541,0.257,0,0.151,0.589,166.043,206090
3bwhl6x6S42hMFrwigJaFw,Hiphop,Mezmorized,0.722,0.779,2,-6.413,1,0.191,0.00484,0,0.0458,0.32,150.04,268894
3Dytdl1wQFd39K7btbHa9u,Hiphop,The Kid Frankie,0.796,0.877,9,-4.241,1,0.0658,0.12,1.85E-05,0.102,0.629,104.961,194743
5E7C0LmgeiXwi03DKoh0e8,Hiphop,Spotlight,0.456,0.879,5,-4.809,0,0.459,0.144,0,0.334,0.556,159.794,252761
0AFVQA2Ht64OzMAer4aQ8n,Hiphop,White Bronco,0.449,0.667,11,-8.092,0,0.308,0.647,6.37E-06,0.113,0.085,161.502,164906
6R7CioTXYmzAQY4G1G1vKm,Hiphop,La Luna,0.56,0.653,3,-12.256,0,0.902,0.725,0,0.382,0.508,183.384,182094
0xiqytHGhEf81aK1oSBmc3,Hiphop,The Choreographer,0.328,0.836,7,-6.613,1,0.372,0.0529,0.000126,0.49,0.451,197.18,192072
4AH8GJVosfrbfhe5NVTAnx,Hiphop,Easy Rider,0.422,0.851,11,-4.031,1,0.0398,0.0339,0,0.152,0.667,187.298,259301
2Nh2cMryoXl7BrZoIeN2Pr,Hiphop,Dapper (feat. Anderson .Paak),0.753,0.594,1,-9.486,0,0.0816,0.0711,0,0.391,0.562,112.568,193093
2q35pHabpVH0UPBfDXskvP,Hiphop,"Rolling Papers (feat. Tyler, The Creator)",0.669,0.795,1,-7.072,1,0.405,0.0819,0,0.114,0.654,164.114,172840
1WsRuvitfegWXQJKRgRZrj,Hiphop,Coming Back (feat. Mac Miller),0.514,0.723,4,-8.748,0,0.406,0.16,0,0.672,0.587,178.28,161653
0cDvVjiJ8iKCYcypWJ71ay,Hiphop,Doors,0.497,0.177,2,-15.09,0,0.0392,0.916,5.41E-06,0.343,0.221,134.115,78013
6ulzLZnp6Y2TVLh1inckeJ,Hiphop,Brand Name,0.385,0.71,9,-5.158,0,0.0805,0.0565,7.24E-06,0.0632,0.398,148.385,302133
09VACB0akCnPueTFnjN5Pn,Hiphop,Rush Hour,0.602,0.472,6,-5.375,0,0.265,0.262,0,0.172,0.304,163.817,201840
6GnhWMhgJb7uyiiPEiEkDA,Hiphop,Weekend (feat. Miguel),0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,208080
3O4d6DrxBDBgPxel0ANiHE,Hiphop,Outside,0.434,0.854,7,-3.779,1,0.14,0.00658,0,0.367,0.269,162.604,217285
29GefKRTSVW3ag4Xegm8jP,Hiphop,Nikes On My Feet,0.8,0.569,9,-5.104,0,0.265,0.563,0,0.111,0.589,184.126,164632
5iUQMwxUPdJBFeGkePtM66,Hiphop,Dang! (feat. Anderson .Paak),0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350
5BegRQCcJu4trXT6PPdih9,Hiphop,Dancing In The Rain,0.569,0.74,0,-6.235,1,0.283,0.251,2.68E-06,0.134,0.721,180.559,265827
6rHLVYMy47SX78qKNvp3Es,Hiphop,Simply Amazin' (steel blazin'),0.7,0.792,7,-6.031,1,0.19,0.36,0,0.352,0.67,180.006,278693
3b0tvkTkszyK6JrJj9HuwF,Hiphop,A Letter,0.588,0.717,10,-4.568,0,0.175,0.181,3.90E-06,0.151,0.587,188.58,95973
5hYEaLnayI7QbBV9vXyu5Y,Hiphop,Maybe One Day,0.508,0.602,1,-8.205,1,0.268,0.197,0,0.289,0.39,193.688,236466
0S4YysfsVExB7oX0tairoB,Hiphop,O Heaven,0.492,0.747,8,-6.606,0,0.135,0.156,1.72E-06,0.361,0.62,180.438,199879
4z8N08FaYz0APyea04QCqs,Hiphop,More Out of Life,0.34,0.777,2,-7.263,1,0.143,0.185,0,0.0784,0.422,191.128,234159
53GyUog0e8fbctqyJieLS2,Hiphop,The Only One,0.609,0.815,1,-7.122,1,0.322,0.228,0,0.184,0.657,188.066,215234
3iut542DAj1c44VzyA6CpN,Hiphop,Huey,0.423,0.59,9,-7.37,0,0.156,0.55,4.22E-05,0.306,0.387,152.07,112067
7kF3pqmT3wAYq8m8HsGoOB,Hiphop,Mantra,0.502,0.801,1,-9.49,1,0.409,0.303,7.27E-06,0.199,0.334,196.494,228867
47A4a2ZxJaZz5nBME2HtXs,Hiphop,Grief,0.645,0.589,8,-6.171,1,0.173,0.479,0.158,0.0924,0.616,179.942,250640
6plT7nFGiXKSBP9HFSI4ef,Hiphop,Chum,0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582,243773
6JKoTnberZoBgUuxa6l4Kh,Hiphop,Hive (feat. Vince Staples & Casey Veggies),0.619,0.742,1,-6.995,1,0.496,0.204,0,0.166,0.782,144.602,277240
228nYWqXzsBS9Ha0SIpM7q,Hiphop,Wool (feat. Vince Staples),0.732,0.473,1,-7.197,1,0.271,0.347,0,0.366,0.394,95.622,153120
4uQ7wYsuL0DryknoDc11Hk,Hiphop,Norf Norf,0.925,0.549,7,-6.572,1,0.0656,0.396,0.000154,0.11,0.0904,200.028,183160
6w6SW8zyEcyxwSR7Wya45a,Hiphop,Blue Suede,0.415,0.745,7,-5.902,1,0.174,0.108,6.69E-05,0.526,0.468,169.852,218040
2mPAAh221qDUfWOUmgY7BR,Hiphop,I Will,0.766,0.72,1,-8.347,1,0.154,0.293,0,0.107,0.487,151.901,195536
3fMYdbxKBDKtLa1HB9iBDK,Hiphop,XXX,0.623,0.859,10,-4.71,0,0.155,0.2,0,0.0888,0.417,109.622,110487
26iXP0pZ6tbG8vCQLNDjaq,Hiphop,DNA,0.366,0.857,0,-7.712,1,0.347,0.0738,0,0.116,0.502,167.919,176710
2KrkWcSP0oFWBUZzvj9KjS,Hiphop,Grown Up,0.635,0.766,11,-6.459,1,0.26,0.132,0,0.122,0.685,187.206,139931
0tu5HH23FGMhQiJxHRK3bp,Hiphop,Dirty Laundry,0.555,0.615,2,-6.477,1,0.287,0.295,3.22E-06,0.297,0.436,174.076,184004
37ZADMiSxNnF4qfDgTMP2x,Hiphop,Six Degrees,0.659,0.687,4,-9.744,0,0.377,0.381,0.000124,0.146,0.517,163.908,220836
48mJsuV6IsDVrjkhqR2mHG,Hiphop,Sour Soul,0.563,0.684,2,-7.413,0,0.253,0.102,0.00065,0.283,0.501,166.638,165983
7lT1dCz96jANsLAAADlfIg,Hiphop,Doomsday,0.856,0.841,6,-7.737,0,0.335,0.0977,0,0.0773,0.794,190.836,298053
25kGNSv0yGXZKaC79xzrvg,Hiphop,Rapp Snitch Knishes feat. Mr. Fantastik,0.728,0.832,7,-6.827,1,0.269,0.325,0,0.504,0.825,190.098,172893
08Ar75Td2vFXnKv750IAsC,Hiphop,Kon Karne,0.586,0.793,1,-7.084,1,0.435,0.18,0,0.571,0.768,184.456,171600
78vSlq4iQCEqjcyOsBUL9x,Hiphop,GAZZILLION EAR,0.512,0.807,9,-4.629,1,0.324,0.0926,0,0.682,0.497,191.542,254666
12OkZyDWNBLUqoReoseGrc,Hiphop,Rhymes Like Dimes,0.644,0.751,0,-5.652,1,0.268,0.662,0,0.17,0.759,199.896,258613
4O4Y5pZNd0kge9aw95OaYC,Hiphop,One Beer,0.375,0.722,7,-6.7,1,0.243,0.1,0.00336,0.633,0.612,181.424,258587
7I8c4bCGcBOL2hgccnwdaW,Hiphop,The Music (Intro),0.638,0.855,7,-3.781,0,0.203,0.574,0,0.286,0.866,184.08,171337
2tqRVUWxVyonw3AkUTLlrx,Hiphop,Light Leak$,0.511,0.834,1,-3.103,1,0.269,0.356,0,0.312,0.596,168.221,184869
6qNnaW0makXlsOF24LCO04,Hiphop,Fickle Mind$,0.471,0.911,9,-3.411,0,0.285,0.86,2.72E-05,0.116,0.922,182.648,220160
5W7LilQ6fSdyC7BJSrhZpn,Hiphop,Lemon Grass,0.497,0.8,6,-4.369,1,0.171,0.406,0,0.561,0.738,176.878,164075
2K8vDMMPA8sO0BL4gAuSCR,Hiphop,Moon&Stars,0.588,0.798,0,-5.347,1,0.276,0.0517,0,0.3,0.57,160.062,192171
6zgHvSLoF32OdolIIc1uGu,Hiphop,Rooftops,0.448,0.798,2,-5.902,1,0.292,0.412,0,0.253,0.422,186.904,203448
3ViHeWphifuEGsSipW3uoz,Hiphop,Driftin',0.734,0.423,7,-9.379,0,0.337,0.0491,0,0.106,0.284,175.902,174340
1hgACPavMNdloQxb4rP561,Hiphop,Her Ballad,0.503,0.661,4,-5.665,0,0.422,0.672,0,0.109,0.283,152.826,198635
3AM2ihc5RFzbC47eCpTg2I,Hiphop,Waves,0.733,0.912,8,-3.239,0,0.223,0.223,0,0.206,0.888,179.894,211631
18Y3zi59zjRVUEjUhdApSX,Hiphop,FromdaTomb$,0.59,0.916,10,-4.541,0,0.323,0.195,0,0.153,0.548,184.914,204866
4pNT8XTKWb2vhcsqwzdXCT,Hiphop,Survival Tactics,0.53,0.843,1,-2.271,1,0.39,0.428,0,0.164,0.919,199.946,202785
1rZvU5sb2E8LuJTAqEdAiw,Hiphop,Funky Ho'$,0.686,0.692,0,-5.573,0,0.323,0.482,0,0.169,0.649,173.78,269357
3dkLUA4zs07CnhchRuRV6J,Hiphop,Snakes,0.529,0.669,1,-4.653,1,0.337,0.823,0,0.11,0.797,164.294,259439
24TUPoKOVqKT1hZHV63FUV,Hiphop,Don't Front,0.613,0.808,2,-6.078,1,0.248,0.381,0,0.262,0.736,189.02,261670
7dFGkZbmm6cVlI28bfMaWE,Hiphop,Righteous Minds,0.809,0.638,8,-5.646,0,0.28,0.262,0,0.453,0.608,189.786,224043
